file,CH1_BPFI_energy,CH1_BPFO_energy,CH1_BSF_energy,CH1_CRS_energy,CH2_BPFI_energy,CH2_BPFO_energy,CH2_BSF_energy,CH2_CRS_energy,CH3_BPFI_energy,CH3_BPFO_energy,CH3_BSF_energy,CH3_CRS_energy,CH4_BPFI_energy,CH4_BPFO_energy,CH4_BSF_energy,CH4_CRS_energy
modified_KIMM Simulator_KIMM Bearing Test_20160509215711.tdms,5.689566632717107e+83,1.286632886345267e+84,1.8260183041772571e+84,9.152601014106729e+84,5.873878288227067e+84,1.3282042703536786e+85,1.8850146601087403e+85,9.30692910478015e+85,3.213836349289274e+82,7.265964527963757e+82,1.0310818253116317e+83,5.114856031266337e+83,3.2638631632258156e+85,7.379949727876997e+85,1.0474888538876778e+86,5.225168900324608e+86
modified_KIMM Simulator_KIMM Bearing Test_20160509220711.tdms,8.23539455672048e+84,1.8624004280941292e+85,2.643262313821185e+85,1.3040305843323514e+86,1.960383842459192e+85,4.432329781212279e+85,6.290332446702801e+85,3.113633518135315e+86,1.356940607776682e+85,3.0686166428422538e+85,4.355402950206655e+85,2.1837940956384793e+86,4.0259023593447834e+85,9.102139806965529e+85,1.2918727884387985e+86,6.3684729638441e+86
modified_KIMM Simulator_KIMM Bearing Test_20160509221711.tdms,3.461734345045147e+84,7.827961455095847e+84,1.1110046065793325e+85,5.507454508127296e+85,1.6878277757789602e+85,3.8167887043694184e+85,5.417873448284208e+85,2.7037059075741617e+86,5.8634072507987245e+84,1.3259615906546207e+85,1.8820759970290062e+85,9.295798431602086e+85,2.1260263898771876e+85,4.807324567382686e+85,6.822547025196067e+85,3.379958894424012e+86
modified_KIMM Simulator_KIMM Bearing Test_20160509222711.tdms,1.6700902086733797e+83,3.7764768274198966e+83,5.360230236099648e+83,2.6662356507912197e+84,3.4718375615497375e+85,7.850593825624524e+85,1.1143305692635999e+86,5.517395224223317e+86,3.019515606422839e+85,6.827998760400985e+85,9.69132613597703e+85,4.833551355746956e+86,2.029792428523291e+85,4.590071569842443e+85,6.514491004340898e+85,3.2272308450712263e+86
modified_KIMM Simulator_KIMM Bearing Test_20160509223711.tdms,2.922763980984178e+84,6.6094233946190165e+84,9.38005329865775e+84,4.679266105047928e+85,1.0537899666751831e+83,2.3831229787329187e+83,3.38263180458699e+83,1.678861156079256e+84,9.790993452591577e+85,2.2137197761401385e+86,3.1415704861334083e+86,1.5889375498557079e+87,1.1264987972264585e+85,2.547017622912024e+85,3.61485044552148e+85,1.7925591578035614e+86
modified_KIMM Simulator_KIMM Bearing Test_20160509224711.tdms,2.443432903358098e+81,5.525499520465679e+81,7.842615580167524e+81,3.9164568362173005e+82,4.042795764715716e+85,9.140578441090456e+85,1.2971929206448787e+86,6.403302088846569e+86,1.3444449895438431e+85,3.0401583242359047e+85,4.314935461573492e+85,2.157051091463944e+86,3.288531474011058e+84,7.4361368814021535e+84,1.0553902261741005e+85,5.2204023394171564e+85
modified_KIMM Simulator_KIMM Bearing Test_20160509225711.tdms,2.2003980599163687e+85,4.9751990996838005e+85,7.061032362027846e+85,3.4973897257992643e+86,4.938084664306248e+84,1.1165606039408085e+85,1.5846439323161977e+85,7.889444334058864e+85,7.179883290480315e+84,1.623628881983179e+85,2.3045567026987923e+85,1.1374875257162299e+86,1.8516788358769795e+86,4.1872829818357766e+86,5.942578386456931e+86,2.9578598255165037e+87
modified_KIMM Simulator_KIMM Bearing Test_20160509230711.tdms,4.3612469018732595e+84,9.86261594230027e+84,1.3997752517497228e+85,6.964893839161713e+85,2.5450582931003307e+85,5.754574094917148e+85,8.16749111841528e+85,4.0604061962878116e+86,2.0526615617649446e+83,4.641628485814382e+83,6.587681719127064e+83,3.257105506709466e+84,2.961226631971348e+85,6.69631683779216e+85,9.504007562362682e+85,4.659840108139671e+86
modified_KIMM Simulator_KIMM Bearing Test_20160509231711.tdms,4.42952654850046e+84,1.0014335435169648e+85,1.4212789830646395e+85,7.079627895924297e+85,6.6385904757557855e+84,1.5010935414062528e+85,2.130418326521722e+85,1.0597787142620405e+86,6.694854241341221e+84,1.5138871641614868e+85,2.148391379013632e+85,1.0730107889867045e+86,1.2474226415087421e+85,2.8206718524602254e+85,4.003361564412997e+85,1.9786476299238337e+86
modified_KIMM Simulator_KIMM Bearing Test_20160509232711.tdms,3.216622778732182e+80,7.273274811289185e+80,1.0322130758728474e+81,5.1023235480813244e+81,2.837013154472034e+83,6.415103122508187e+83,9.104434585422057e+83,4.5522625823129665e+84,4.7735667618774465e+83,1.0793700356202663e+84,1.5319220681718499e+84,7.66033528968994e+84,1.075083059400174e+85,2.430823773663621e+85,3.449702778174918e+85,1.704908489361999e+86
modified_KIMM Simulator_KIMM Bearing Test_20160509233711.tdms,1.2962832592772777e+85,2.9314975103089514e+85,4.1608785803615895e+85,2.0494994332490336e+86,1.0156317649611751e+85,2.2967302139444094e+85,3.259855585434629e+85,1.61947676634067e+86,1.3538355908755053e+85,3.061293979408558e+85,4.344335178470756e+85,2.1556358662364555e+86,1.2177970043424399e+84,2.7538833702504884e+84,3.9089379376132585e+84,1.9567203624113303e+85
modified_KIMM Simulator_KIMM Bearing Test_20160509234711.tdms,4.742767329377391e+83,1.0725014105589942e+84,1.5221420384736713e+84,7.50304270015432e+84,3.503519115534085e+84,7.923199391873054e+84,1.1245192414614639e+85,5.617353464944321e+85,4.56529759751198e+85,1.0323762218238914e+86,1.4653303817750586e+86,7.282213022611808e+86,1.981053792800253e+84,4.47971928142592e+84,6.358023639878323e+84,3.1603084701350126e+85
modified_KIMM Simulator_KIMM Bearing Test_20160509235711.tdms,5.472110011874199e+83,1.2372362497238218e+84,1.7558645537707373e+84,8.724838279703544e+84,3.7981998943445706e+84,8.587681068140798e+84,1.2187433474459984e+85,6.0809406388623286e+85,1.5036350051237163e+85,3.4001893111630295e+85,4.825911026919766e+85,2.4257963656113766e+86,3.0180686903514364e+85,6.824589244948028e+85,9.685628735386889e+85,4.8478678130068406e+86
modified_KIMM Simulator_KIMM Bearing Test_20160510000711.tdms,8.791554349243544e+84,1.98816158059097e+85,2.8217501925353844e+85,1.4059175238971643e+86,2.4737916461248975e+85,5.593805647931434e+85,7.939606521406198e+85,3.974805850049869e+86,1.2057910874047196e+85,2.7267931588126875e+85,3.870283735976301e+85,1.938190459032229e+86,1.738588260424306e+84,3.9313498426154115e+84,5.578756911884908e+84,2.7728550888130807e+85
modified_KIMM Simulator_KIMM Bearing Test_20160510001711.tdms,4.680840327679331e+84,1.0585855703140588e+85,1.5025729691485364e+85,7.48521378195652e+85,6.455788401635889e+85,1.4597674426105328e+86,2.0716928842715205e+86,1.046824388742787e+87,1.1199704764109121e+85,2.5324941514581426e+85,3.594676600580361e+85,1.7868750008031842e+86,1.5598301494353656e+85,3.527677915403614e+85,5.007526513378252e+85,2.4895625314405204e+86
modified_KIMM Simulator_KIMM Bearing Test_20160510002711.tdms,1.9743440211716988e+84,4.46469810092472e+84,6.337040768031756e+84,3.159804126496712e+85,5.342052503439059e+84,1.2079628492760617e+85,1.714617506876703e+85,8.561057084075951e+85,3.535141004168363e+84,7.99345874706712e+84,1.1345376850238077e+85,5.6494793812755545e+85,3.0861678083995014e+82,6.978593782678346e+82,9.903996498764635e+82,4.918508699192685e+83
modified_KIMM Simulator_KIMM Bearing Test_20160510003711.tdms,6.505570229257736e+84,1.4710208873154522e+85,2.087735800067052e+85,1.0402681622026312e+86,2.841812505899631e+84,6.424794352191902e+84,9.118932423342481e+84,4.562371101565085e+85,8.085558179426273e+83,1.8283321836251088e+84,2.594933858831786e+84,1.2789927276013483e+85,6.678306985019252e+84,1.5101855987826178e+85,2.1435153573092573e+85,1.0585282171061203e+86
modified_KIMM Simulator_KIMM Bearing Test_20160510004711.tdms,3.313815891111428e+84,7.493100529314048e+84,1.0633539801414544e+85,5.278854846771011e+85,1.1395816097340434e+86,2.5772344330422763e+86,3.658186132544077e+86,1.8288141374413163e+87,5.362102715664773e+85,1.212461137354724e+86,1.7207886032765333e+86,8.603298020657077e+86,5.2021665106571714e+85,1.1760821421543927e+86,1.669081075252753e+86,8.388119162886801e+86
modified_KIMM Simulator_KIMM Bearing Test_20160510005711.tdms,1.431033141907513e+84,3.236023423163085e+84,4.592854481488543e+84,2.2890210443496975e+85,1.5030937277306346e+85,3.398808085913053e+85,4.823755989327141e+85,2.3932654900306586e+86,6.728361418487423e+84,1.5212279661328102e+85,2.158952784646771e+85,1.0703274222811093e+86,8.188111261242267e+84,1.851447962277276e+85,2.627632202311566e+85,1.310395483242005e+86
modified_KIMM Simulator_KIMM Bearing Test_20160510010711.tdms,1.3252395239734741e+85,2.996110104608863e+85,4.251931589247932e+85,2.0869888582320022e+86,3.482736976675251e+85,7.876638582133819e+85,1.1180119465670876e+86,5.585002616400042e+86,3.742318830825033e+85,8.463446230906696e+85,1.2011484557066621e+86,5.99899959375105e+86,2.4554062281551053e+84,5.552303188240834e+84,7.879543821938814e+84,3.912493812698718e+85
modified_KIMM Simulator_KIMM Bearing Test_20160510011711.tdms,2.6462925604386067e+84,5.984481927404783e+84,8.49373163621486e+84,4.1960679139004885e+85,3.449608544007562e+84,7.800510900304557e+84,1.1071965644092048e+85,5.460333070004875e+85,1.9788890539565214e+85,4.4744768786398504e+85,6.350413419221561e+85,3.1956952131678776e+86,6.686814039961177e+84,1.512057900068086e+85,2.1457841530717322e+85,1.0757157064493956e+86
modified_KIMM Simulator_KIMM Bearing Test_20160510012711.tdms,7.880376396647534e+84,1.7818654327484347e+85,2.5292273188296338e+85,1.2515260997345765e+86,1.5469482951511305e+85,3.49761800289529e+85,4.964264790230529e+85,2.4734983533246424e+86,1.9740778604333408e+85,4.4632079443334174e+85,6.334211180991557e+85,3.141696304338501e+86,9.01449215094945e+84,2.0384204866277082e+85,2.8933152621573453e+85,1.4260267104318415e+86
modified_KIMM Simulator_KIMM Bearing Test_20160510013711.tdms,2.6266611424741323e+84,5.9390867355903895e+84,8.429354487581894e+84,4.226731508195777e+85,8.5148174158672e+84,1.9252325256798168e+85,2.7325832257067024e+85,1.353122410627446e+86,9.260390221257642e+83,2.0935265731049685e+84,2.9711223743498986e+84,1.4925928267223775e+85,2.7365740584349026e+85,6.18768439096036e+85,8.781117903605461e+85,4.3447529640981657e+86
modified_KIMM Simulator_KIMM Bearing Test_20160510014711.tdms,6.110268489406448e+82,1.381911835871231e+83,1.9616407581396812e+83,9.754933766292896e+83,4.592308314945048e+84,1.0383886226843458e+85,1.473512138343205e+85,7.319669863279576e+85,1.0138579588522944e+84,2.2924629829517426e+84,3.253531485248722e+84,1.6194915927395808e+85,1.701676258709519e+85,3.847711172633321e+85,5.460425182980074e+85,2.7175455644484917e+86
modified_KIMM Simulator_KIMM Bearing Test_20160510015711.tdms,1.2370656150422765e+82,2.7968628086544972e+82,3.9691765394475495e+82,1.9734682641259316e+83,6.518451701807542e+85,1.4741047377697437e+86,2.0922453447000535e+86,1.0399086147754872e+87,5.999635361987996e+83,1.3567845685338825e+84,1.925491675442854e+84,9.624059465964393e+84,8.941009399530173e+84,2.0218683835305303e+85,2.8697607973294176e+85,1.419541171320833e+86
modified_KIMM Simulator_KIMM Bearing Test_20160510020711.tdms,7.506506520749078e+83,1.697258317268635e+84,2.408874468048269e+84,1.1972281207803422e+85,8.939741491490506e+83,2.021542422138374e+84,2.869385284663821e+84,1.4218043622843938e+85,2.369382964167965e+84,5.358042244635815e+84,7.605521593420172e+84,3.785192747755992e+85,1.5924619003798695e+85,3.6007887988585016e+85,5.1102414363247354e+85,2.533449004891085e+86
modified_KIMM Simulator_KIMM Bearing Test_20160510021711.tdms,3.653499755635549e+82,8.260548688860714e+82,1.1723985253953048e+83,5.798948279095655e+83,1.6578064548577395e+85,3.748457428830365e+85,5.3196799299183054e+85,2.651964786166762e+86,2.347602442511881e+84,5.308621658732123e+84,7.534479372877973e+84,3.7199839895374796e+85,2.8554844117133874e+85,6.457291552464787e+85,9.164872431777148e+85,4.5699312203881345e+86
modified_KIMM Simulator_KIMM Bearing Test_20160510022711.tdms,1.3790927817452648e+85,3.118153914930504e+85,4.425055088944838e+85,2.200307728870802e+86,1.0035484868023724e+85,2.2691176666094108e+85,3.220365570794439e+85,1.6073815610858094e+86,8.41844941136455e+84,1.9037562268925623e+85,2.7019195022170973e+85,1.334453668140176e+86,9.468509929624387e+85,2.1410911030613847e+86,3.0386692795049135e+86,1.5020958529707738e+87
modified_KIMM Simulator_KIMM Bearing Test_20160510023711.tdms,3.1080003819340325e+84,7.026624022347893e+84,9.971875886820194e+84,4.947986759342411e+85,6.883973277398596e+85,1.5564379770255222e+86,2.208958252755898e+86,1.099182144916059e+87,4.7103355521360145e+83,1.0650092223274536e+84,1.5115555330303053e+84,7.51897134956886e+84,4.372519647798009e+85,9.886481283497561e+85,1.4031230347614352e+86,6.930158503211343e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527154522.tdms,7.215582654235616e+83,1.6316561302826003e+84,2.315639371794154e+84,1.1489184279182875e+85,2.8861329840697734e+85,6.525646143711405e+85,9.262405094744727e+85,4.626558308881765e+86,7.917200865495416e+84,1.7902746167171866e+85,2.5409833713995487e+85,1.2675492558369518e+86,4.1078156225890016e+83,9.290140081513245e+83,1.318669224662046e+84,6.596535348648193e+84
modified_KIMM Simulator_KIMM Bearing Test_20160527155522.tdms,3.90931230558306e+84,8.839263474260273e+84,1.254506127650136e+85,6.273023964579939e+85,1.0751829119404341e+84,2.430843477160643e+84,3.449877943495978e+84,1.7114677891400778e+85,2.7390289942309378e+85,6.1934537290636715e+85,8.789068667396342e+85,4.3785617622195504e+86,3.910274792405248e+85,8.841816655163991e+85,1.2547908893608204e+86,6.228432634793644e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527160522.tdms,2.5621726717876454e+83,5.793885075666503e+83,8.22327501669331e+83,4.085008255949161e+84,2.003494848776357e+84,4.530039643605177e+84,6.427960179989547e+84,3.228544631927408e+85,5.057427527115674e+84,1.1435783323869604e+85,1.6231719733349967e+85,8.108205098495162e+85,2.9254751533997808e+84,6.615237406394236e+84,9.389460654876155e+84,4.6239440191261515e+85
modified_KIMM Simulator_KIMM Bearing Test_20160527161522.tdms,4.154041356066382e+84,9.394264759291682e+84,1.3333096329482954e+85,6.592980211977283e+85,5.342605517476106e+85,1.2081322686840686e+86,1.714713597159953e+86,8.511493321252995e+86,2.5671980116014846e+85,5.805203323311024e+85,8.239307777024729e+85,4.117088361058822e+86,1.2068703076316696e+85,2.7287769011731893e+85,3.872765372078049e+85,1.9321854884353012e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527162522.tdms,2.126513629750207e+85,4.808936535991191e+85,6.825371289063732e+85,3.4082207560937477e+86,1.3072195212508773e+85,2.9561924815501942e+85,4.195584619720277e+85,2.0856878011779354e+86,2.9896678761744023e+85,6.760526522589043e+85,9.59443757643515e+85,4.787410326050625e+86,1.3416458989390567e+85,3.033793855111889e+85,4.3060022646325566e+85,2.1479639218888427e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527163522.tdms,1.3145999043864573e+85,2.9725720499991448e+85,4.2189773726145104e+85,2.0813927188842286e+86,1.1227193826040185e+85,2.5386072825239978e+85,3.6030643453544126e+85,1.789675729605507e+86,4.52035667208261e+85,1.0221326853012301e+86,1.450761610038467e+86,7.217132040429732e+86,6.470302220388328e+84,1.4629042736345047e+85,2.0760109382692247e+85,1.0399406745628127e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527164522.tdms,1.3004739148327623e+85,2.9407268118884747e+85,4.174415691477432e+85,2.0682853608361863e+86,3.417161106633103e+85,7.726581966650054e+85,1.0965447473231002e+86,5.43777624610064e+86,9.007641743857447e+84,2.0369535682791373e+85,2.8909198185433215e+85,1.4220351300114995e+86,1.4498755313118242e+85,3.2787160212790285e+85,4.6537460148565014e+85,2.3147923576213776e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527165522.tdms,1.4698668132435524e+83,3.323974362110405e+83,4.7174644637620797e+83,2.361977150736757e+84,3.0972301213150507e+84,7.003942841021313e+84,9.94034643103913e+84,4.963867409005805e+85,5.684847686455387e+85,1.285581142697105e+86,1.8246755079176375e+86,9.094906275827805e+86,4.293619721692877e+85,9.709666551505904e+85,1.378200479612701e+86,6.843865552021705e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527170522.tdms,1.0111376601766277e+85,2.2863297623941977e+85,3.244589344224823e+85,1.618567121822932e+86,2.84040364307635e+84,6.423139332879547e+84,9.115453483345515e+84,4.525876149956386e+85,2.730017920953482e+84,6.172502318412124e+84,8.760546275128998e+84,4.316196740721857e+85,1.9067034430485044e+83,4.311011492185776e+83,6.118246358666057e+83,2.9889367078012965e+84
modified_KIMM Simulator_KIMM Bearing Test_20160527171522.tdms,3.488068082845626e+85,7.887523094642844e+85,1.1195980054334438e+86,5.600500795307626e+86,1.9061823889599074e+85,4.310430899877121e+85,6.117347914195636e+85,3.0296272851418857e+86,1.4511645890474565e+85,3.281493999521641e+85,4.657040097077385e+85,2.3272311446459214e+86,2.1331358407236314e+85,4.8241893105501225e+85,6.848366523814023e+85,3.392353283021179e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527172522.tdms,1.5363598275856223e+85,3.473827783558992e+85,4.930426877315803e+85,2.4225809106207004e+86,1.3555962976137414e+86,3.0650751105830795e+86,4.349968255579395e+86,2.1552763822721663e+87,1.1437924505842994e+86,2.5861113037789925e+86,3.67028973771709e+86,1.8196485031350472e+87,4.545614165845571e+85,1.02785815719902e+86,1.4588238165047775e+86,7.286083543105178e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527173522.tdms,2.77592891841691e+84,6.277670868769446e+84,8.911367976861271e+84,4.45915484632557e+85,1.083618454277356e+86,2.4501398578526078e+86,3.4774844409124075e+86,1.728425972927339e+87,9.96666997511467e+84,2.253614641915952e+85,3.1985134205210305e+85,1.593516735931779e+86,5.626313240928689e+84,1.2721641813499998e+85,1.8056108162482227e+85,9.013367760425754e+85
modified_KIMM Simulator_KIMM Bearing Test_20160527174522.tdms,1.2907571750246734e+84,2.918577176919623e+84,4.1421100812381994e+84,2.0582204628300813e+85,3.555014865032782e+84,8.038423123025523e+84,1.140907219966788e+85,5.6380471425193584e+85,1.7226598895753175e+86,3.895559299568031e+86,5.528843803047972e+86,2.7230154445364935e+87,1.3715096345675171e+85,3.1012862090938247e+85,4.401650637787917e+85,2.1864736703549076e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527175522.tdms,1.3036370227464343e+85,2.947678867072696e+85,4.1835255948558054e+85,2.0579565544525588e+86,5.467364934057218e+83,1.236537137882995e+84,1.7551988602303454e+84,8.678752976689731e+84,2.7642069410004024e+85,6.249552574442858e+85,8.868901353756215e+85,4.4288929191381565e+86,3.729007275648908e+85,8.431346772322983e+85,1.1966374731132945e+86,5.943462396153152e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527180522.tdms,6.062524571946301e+84,1.3710529209934966e+85,1.9459937934013846e+85,9.699767694994238e+85,5.1022441546450895e+84,1.1538115204477892e+85,1.6374753848744e+85,8.157025287181033e+85,8.20510643841331e+80,1.855525744231674e+81,2.6335369779704544e+81,1.319437866267924e+82,3.610953457134109e+84,8.165516483168044e+84,1.1589279721577923e+85,5.787334916334859e+85
modified_KIMM Simulator_KIMM Bearing Test_20160527181522.tdms,2.4168098072345625e+85,5.465149699400929e+85,7.756301841404815e+85,3.843614215243824e+86,1.6236188012083804e+85,3.671051571761734e+85,5.209990603835693e+85,2.584832235955162e+86,3.117999273443951e+84,7.050690282294607e+84,1.000794671705186e+85,4.980694276429794e+85,1.8140386515536965e+86,4.102344519222844e+86,5.82324935959507e+86,2.9027343088963416e+87
modified_KIMM Simulator_KIMM Bearing Test_20160527182522.tdms,6.57486064748002e+82,1.486804681436589e+83,2.1102272590773243e+83,1.0523631045902503e+84,1.945519850604238e+84,4.399157202886174e+84,6.242928325152279e+84,3.0948302674232378e+85,2.331545978477013e+85,5.2724558753231825e+85,7.48330189934898e+85,3.733884485002094e+86,2.5549195390338403e+83,5.776681690828879e+83,8.198188178012979e+83,4.081410185288245e+84
modified_KIMM Simulator_KIMM Bearing Test_20160527183522.tdms,3.8669682555402963e+84,8.745390212507624e+84,1.241285630311442e+85,6.1280126596117326e+85,1.1814677419351957e+85,2.6713680139674043e+85,3.791325268977954e+85,1.8916063891876614e+86,1.0395265269328267e+86,2.350519941346493e+86,3.3359808630729376e+86,1.649554736921551e+87,1.1719122804310255e+85,2.650180187559886e+85,3.761488655557832e+85,1.8803988958854568e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527184522.tdms,7.629997672926739e+84,1.7253443891447658e+85,2.4486380977825013e+85,1.2211855537457238e+86,1.108729980990833e+85,2.5068304366367842e+85,3.55773907426221e+85,1.7735283986516842e+86,1.3910053797495068e+86,3.145493856668971e+86,4.4643358926112756e+86,2.2349312968745453e+87,9.802392400935066e+84,2.2165186494307174e+85,3.145889482103422e+85,1.5586220139837662e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527185522.tdms,9.232047904263984e+83,2.0877752779784807e+84,2.9631771803566675e+84,1.4488583857799416e+85,9.871408955540758e+84,2.232308760804729e+85,3.168522768877541e+85,1.568106945627298e+86,3.917131305123297e+83,8.855991591670494e+83,1.256783360427177e+84,6.277226888211629e+84,3.0944870670844637e+83,6.997282224594723e+83,9.929213987783485e+83,4.966359714189026e+84
modified_KIMM Simulator_KIMM Bearing Test_20160527190522.tdms,6.524347788419415e+83,1.475139417271437e+84,2.09369052369881e+84,1.0428202829413196e+85,1.3101027274016305e+83,2.962389156208315e+83,4.204483950696727e+83,2.084540353144226e+84,1.6358421980129248e+86,3.69858249934465e+86,5.249721580183795e+86,2.6316877983228764e+87,7.829194071627859e+83,1.7706698952246775e+84,2.513364760906296e+84,1.2498012580990868e+85
modified_KIMM Simulator_KIMM Bearing Test_20160527191522.tdms,2.5751906858584016e+84,5.822144866706685e+84,8.262309370203133e+84,4.134810670718302e+85,1.1149809502173764e+85,2.520927105155207e+85,3.577435328060927e+85,1.7750259705463843e+86,2.6511300097569294e+83,5.99412184133082e+83,8.507654353640334e+83,4.160594661542799e+84,1.5153614639833556e+85,3.4272564583598594e+85,4.864471447395318e+85,2.4038738170819957e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527192522.tdms,5.274243342490181e+84,1.1927130602002538e+85,1.6928391470388563e+85,8.410490520221901e+85,5.1798691892943606e+85,1.1711488400108905e+86,1.6618972741132997e+86,8.271288219719737e+86,4.060175347896648e+85,9.182286533441415e+85,1.3033411483178456e+86,6.528707186610476e+86,6.899884537786026e+85,1.560296351700728e+86,2.214339599459976e+86,1.0971182891704602e+87
modified_KIMM Simulator_KIMM Bearing Test_20160527193522.tdms,8.36112814066399e+83,1.8905668083864036e+84,2.6829954113364645e+84,1.3453086804122209e+85,1.1227340431384753e+85,2.538694272820534e+85,3.603277416975343e+85,1.7939704429808295e+86,1.046293805079219e+85,2.365521557849819e+85,3.3568195272921614e+85,1.6752112625506625e+86,6.384285748383425e+83,1.4435661446648256e+84,2.0486001904481875e+84,1.0232050032580321e+85
modified_KIMM Simulator_KIMM Bearing Test_20160527194522.tdms,7.734229418779518e+83,1.7486523771328387e+84,2.4817259414850395e+84,1.2259007684722864e+85,1.2532678101396417e+85,2.8339964442896575e+85,4.022273373427333e+85,1.9920871917953884e+86,5.187432084125818e+84,1.1730991961354477e+85,1.665179616840653e+85,8.288855870737211e+85,5.2394196654710615e+85,1.184793213255506e+86,1.6817124399138816e+86,8.359083242792307e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527195522.tdms,9.634561095444672e+81,2.1784158380176693e+82,3.091798157540406e+82,1.5343579826785366e+83,3.918389861268265e+85,8.860474205928093e+85,1.2574784061074886e+86,6.228196164483971e+86,1.1259586898489886e+86,2.545786185356276e+86,3.612693519697768e+86,1.8028798508595391e+87,1.3527379786014895e+85,3.0589050496104875e+85,4.3414672145201964e+85,2.1600556404297826e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527200522.tdms,2.083058417648145e+85,4.709833935424259e+85,6.684878712759082e+85,3.350321293843778e+86,7.643624269510865e+83,1.7281832517125154e+84,2.4529169185427206e+84,1.2178389829601322e+85,9.707245182399688e+84,2.1950891868881987e+85,3.1152879371900315e+85,1.551307243465064e+86,1.6601464153544714e+83,3.7538817077590156e+83,5.327364717566196e+83,2.6513833416771545e+84
modified_KIMM Simulator_KIMM Bearing Test_20160527201522.tdms,3.6419102126985125e+84,8.235126855867889e+84,1.1687989169058234e+85,5.777269563697526e+85,3.8431493109249007e+85,8.690096463953236e+85,1.2333272835504537e+86,6.184574408476831e+86,4.059807858823689e+84,9.178703340672887e+84,1.302678633085859e+85,6.501741428073241e+85,1.659214736579996e+84,3.7516300769899495e+84,5.32485808516712e+84,2.6501634105726942e+85
modified_KIMM Simulator_KIMM Bearing Test_20160527202522.tdms,1.0928410222595036e+85,2.471069063687284e+85,3.50740208135251e+85,1.7516928051234198e+86,3.998587329421915e+84,9.041300922307286e+84,1.2833094161472674e+85,6.381627299799098e+85,2.2513572831969458e+86,5.091593022719023e+86,7.227044877650506e+86,3.546137907254917e+87,1.1759446904201005e+85,2.6593558575512607e+85,3.7749099357508494e+85,1.8643792451477676e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527203522.tdms,4.566301011926294e+84,1.0324174474328168e+85,1.4648927927391778e+85,7.337304139089101e+85,9.433322483013556e+84,2.133022233952505e+85,3.0272092650626142e+85,1.508798829848931e+86,3.70959394160718e+85,8.388436105169598e+85,1.1905152618320788e+86,5.8820142318691e+86,1.7715926764865804e+83,4.005643555999984e+83,5.684304709008946e+83,2.8316045723551287e+84
modified_KIMM Simulator_KIMM Bearing Test_20160527204522.tdms,2.794200636104728e+85,6.318116183497152e+85,8.967635221350203e+85,4.484037174843136e+86,4.545562269848716e+83,1.027826188243012e+84,1.4587276590848192e+84,7.246088296078711e+84,4.7714192933861555e+85,1.078813348913753e+86,1.5310775446066044e+86,7.6610088878125e+86,9.743460362768377e+84,2.2033108086841438e+85,3.127307085076204e+85,1.5576678009817465e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527205522.tdms,1.516113043949672e+85,3.428361504737583e+85,4.8653800632834384e+85,2.402277647982282e+86,1.5473238266925206e+82,3.498420684719183e+82,4.96459478706796e+82,2.415121456804087e+83,1.646277236102395e+85,3.722698046835938e+85,5.2835239278971645e+85,2.6486321191826254e+86,1.5466645429439746e+84,3.497806073875457e+84,4.964653954338719e+84,2.479119246147846e+85
modified_KIMM Simulator_KIMM Bearing Test_20160527210522.tdms,7.967598513856e+84,1.8016783743621608e+85,2.5572386907551545e+85,1.2710143432569737e+86,2.489264607506627e+85,5.6287462323906954e+85,7.989672426788512e+85,3.9675841017395415e+86,1.0952780832880487e+86,2.4769749303061534e+86,3.5162151415746904e+86,1.7401301681384042e+87,2.040333629610051e+85,4.6149438547091325e+85,6.551189837983206e+85,3.271354871378094e+86
modified_KIMM Simulator_KIMM Bearing Test_20160527211522.tdms,2.2830074356270784e+85,5.1620500354693714e+85,7.325795929082702e+85,3.635092167501909e+86,5.886275693801115e+85,1.3310175497257022e+86,1.8890660473453928e+86,9.414225767430504e+86,2.3284609713690474e+84,5.264768744799664e+84,7.4722035585671815e+84,3.710599506579317e+85,6.785595397005222e+83,1.5344911894500497e+84,2.177991899254829e+84,1.0774043572181903e+85
